0.2304244070 7.0381e-28
0.2365070296 7.25201e-28
0.2425896523 7.80539e-28
0.2486722749 9.2144e-28
0.2547548975 1.30004e-27
0.2608375202 2.50574e-27
0.2669201428 7.91145e-27
0.2730027655 5.03747e-26
0.2790853881 7.78829e-25
0.2851680107 3.21356e-23
0.2912506334 3.32407e-21
0.2973332560 6.71683e-19
0.3034158786 1.76968e-16
0.3094985013 3.81682e-14
0.3155811239 4.50004e-12
0.3216637465 2.28107e-10
0.3277463692 4.79114e-09
0.3338289918 4.76432e-08
0.3399116145 2.7977e-07
0.3459942371 1.20566e-06
0.3520768597 4.42649e-06
0.3581594824 1.47042e-05
0.3642421050 4.3745e-05
0.3703247276 0.000111944
0.3764073503 0.000239032
0.3824899729 0.000427014
0.3885725955 0.00066164
0.3946552182 0.000937414
0.4007378408 0.00127473
0.4068204635 0.00171443
0.4129030861 0.0023014
0.4189857087 0.00306689
0.4250683314 0.00401459
0.4311509540 0.00511908
0.4372335766 0.00634095
0.4433161993 0.00764802
0.4493988219 0.00902362
0.4554814445 0.0104585
0.4615640672 0.0119454
0.4676466898 0.0134918
0.4737293125 0.0151342
0.4798119351 0.0169161
0.4858945577 0.0188141
0.4919771804 0.0206602
0.4980598030 0.0221492
0.5041424256 0.0229906
0.5102250483 0.0231181
0.5163076709 0.0227579
0.5223902935 0.0222833
0.5284729162 0.0220038
0.5345555388 0.0220545
0.5406381615 0.0224249
0.5467207841 0.0230785
0.5528034067 0.0240845
0.5588860294 0.0256641
0.5649686520 0.0280903
0.5710512746 0.0314531
0.5771338973 0.0353664
0.5832165199 0.0388484
0.5892991425 0.0407352
0.5953817652 0.0405242
0.6014643878 0.0387727
0.6075470105 0.0365693
0.6136296331 0.0347555
0.6197122557 0.0336085
0.6257948784 0.0329487
0.6318775010 0.0323771
0.6379601236 0.0314711
0.6440427463 0.0298918
0.6501253689 0.02743
0.6562079915 0.0240525
0.6622906142 0.0199454
0.6683732368 0.0154716
0.6744558595 0.0110465
0.6805384821 0.00706293
0.6866211047 0.00388943
0.6927037274 0.0017753
0.6987863500 0.000660821
0.7048689726 0.000204988
0.7109515953 5.58067e-05
0.7170342179 1.39326e-05
0.7231168405 3.13325e-06
0.7291994632 5.63055e-07
0.7352820858 6.50158e-08
0.7413647085 3.73039e-09
0.7474473311 8.73345e-11
0.7535299537 8.04334e-13
0.7596125764 3.4897e-15
0.7656951990 1.04182e-17
0.7717778216 3.48028e-20
0.7778604443 2.0696e-22
0.7839430669 3.03873e-24
0.7900256895 1.25666e-25
0.7961083122 1.3886e-26
0.8021909348 3.43959e-27
0.8082735575 1.53018e-27
0.8143561801 9.94758e-28
0.8204388027 8.0657e-28
0.8265214254 7.34554e-28
0.8326040480 7.07026e-28
